category,name_cn,parameter,unit,value,sensitivity_range,source_attribute,source_url,description
氢能,电解槽分段1下限,electrolyzer_segment_1_min_rate,-,0.15,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段1上限,electrolyzer_segment_1_max_rate,-,0.3,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段1耗电,electrolyzer_segment_1_kwh_per_kg,kWh/kgH2,60.0,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,低负荷效率较低
氢能,电解槽分段2下限,electrolyzer_segment_2_min_rate,-,0.3,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段2上限,electrolyzer_segment_2_max_rate,-,0.6,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段2耗电,electrolyzer_segment_2_kwh_per_kg,kWh/kgH2,55.0,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,中低负荷接近额定推荐值
氢能,电解槽分段3下限,electrolyzer_segment_3_min_rate,-,0.6,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段3上限,electrolyzer_segment_3_max_rate,-,0.9,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段3耗电,electrolyzer_segment_3_kwh_per_kg,kWh/kgH2,51.0,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,高效运行区
氢能,电解槽分段4下限,electrolyzer_segment_4_min_rate,-,0.9,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段4上限,electrolyzer_segment_4_max_rate,-,1.0,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,P0 分段性能曲线
氢能,电解槽分段4耗电,electrolyzer_segment_4_kwh_per_kg,kWh/kgH2,54.0,,codex新数据表,https://www.energy.gov/cmei/fuels/technical-targets-proton-exchange-membrane-electrolysis; https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2020/Dec/IRENA_Green_hydrogen_cost_2020.pdf,接近满负荷效率回落
氢能,储氢容量,h2_storage_capacity_kg,kg,10000.0,,codex新数据表,https://escholarship.org/content/qt83p5k54m/qt83p5k54m_noSplash_8bb1326c13cfb9aa3d0d376ec26d3e06.pdf,园区级日内储氢假设
氢能,初始储氢量,h2_storage_initial_kg,kg,5000.0,,codex新数据表,https://escholarship.org/content/qt83p5k54m/qt83p5k54m_noSplash_8bb1326c13cfb9aa3d0d376ec26d3e06.pdf,按 50% 储量初始化
氢能,储氢逐时损耗率,h2_storage_loss_rate_per_hour,-,4.166666666666667e-05,,codex新数据表,https://escholarship.org/content/qt83p5k54m/qt83p5k54m_noSplash_8bb1326c13cfb9aa3d0d376ec26d3e06.pdf,P1 储氢罐日损耗折算为逐时损耗
氢能,燃料电池额定功率,fuel_cell_power_kW,kW,10000.0,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,备用与调峰能力假设
氢能,燃料电池电效率,fuel_cell_kWh_per_kgH2,kWh/kgH2,18.5,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,新参数表推荐值
氢能,燃料电池最小负荷率,fuel_cell_min_load_rate,-,0.1,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P1 运行约束：低于最小负荷视为停机
氢能,燃料电池分段1下限,fuel_cell_segment_1_min_rate,-,0.1,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段1上限,fuel_cell_segment_1_max_rate,-,0.3,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段1发电量,fuel_cell_segment_1_kwh_per_kg,kWh/kgH2,16.0,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,低负荷效率较低
氢能,燃料电池分段2下限,fuel_cell_segment_2_min_rate,-,0.3,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段2上限,fuel_cell_segment_2_max_rate,-,0.6,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段2发电量,fuel_cell_segment_2_kwh_per_kg,kWh/kgH2,18.5,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,额定附近推荐值
氢能,燃料电池分段3下限,fuel_cell_segment_3_min_rate,-,0.6,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段3上限,fuel_cell_segment_3_max_rate,-,0.9,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段3发电量,fuel_cell_segment_3_kwh_per_kg,kWh/kgH2,19.5,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,高效运行区
氢能,燃料电池分段4下限,fuel_cell_segment_4_min_rate,-,0.9,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段4上限,fuel_cell_segment_4_max_rate,-,1.0,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,P0 分段性能曲线
氢能,燃料电池分段4发电量,fuel_cell_segment_4_kwh_per_kg,kWh/kgH2,18.5,,codex新数据表,https://www.hydrogen.energy.gov/docs/hydrogenprogramlibraries/pdfs/review24/24004-hd-fuel-cell-system-cost-2023.pdf,满负荷效率回落
热力,热泵额定电功率,heat_pump_power_kW,kW,50000.0,,codex新数据表,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2022/Nov/IRENA_Heat_Pumps_Costs_Markets_2022.pdf,按 COP 供热能力匹配园区热负荷
热力,热泵COP,heat_pump_COP,-,3.5,,codex新数据表,https://www.irena.org/-/media/Files/IRENA/Agency/Publication/2022/Nov/IRENA_Heat_Pumps_Costs_Markets_2022.pdf; https://www.iea.org/data-and-statistics/charts/energy-input-cost-ratio-of-industrial-heat-pumps-relative-to-current-market-benchmarks-in-selected-regions-2024-3,新参数表推荐值
热力,燃气锅炉最大供热,gas_boiler_heat_kW,kWth,130000.0,,codex新数据表,https://www.iea.org/data-and-statistics/charts/energy-input-cost-ratio-of-industrial-heat-pumps-relative-to-current-market-benchmarks-in-selected-regions-2024-3,覆盖新典型日峰值热负荷
热力,燃气锅炉效率,gas_boiler_eff,-,0.87,,codex新数据表,https://www.iea.org/data-and-statistics/charts/energy-input-cost-ratio-of-industrial-heat-pumps-relative-to-current-market-benchmarks-in-selected-regions-2024-3,新参数表推荐值
热力,天然气低位热值,gas_lhv_kwh_per_m3,kWh/m3,10.814,,codex新数据表,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201511/W020190905506438889540.pdf,新参数表推荐值
